,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
284,great packaging individual pot packages easy open well bunn coffee maker quick e...,Negative,20.8%,1.9%,77.2%
285,tried coffee wonderful smooth rich full flavored bold would recommend anyone...,Positive,46.0%,15.0%,39.0%
286,tea really goodmy cholesterol went alreadyfrom wont stop drinking teait really w...,Neutral,33.6%,61.0%,5.4%
287,read diabetes forum decided try history gestational diabetes found pregnant beca...,Positive,64.6%,25.7%,9.7%
288,listening public radio one day awhile back ago topic olive oil learned alot prog...,Neutral,3.7%,68.0%,28.3%
289,stash chamomile herbal tea tea bags dried crushed chamomile flowersbr br honestl...,Positive,71.4%,14.6%,14.0%
290,sugar free syrup found flavorful lemonlime refreshing one things like deep green...,Neutral,8.3%,82.1%,9.6%
291,probably best thing mio portability sharability problem flavor may outstanding e...,Neutral,19.0%,51.9%,29.1%
292,bought go along great northern popper unfortionaley popper arrived popcorn left ...,Neutral,31.9%,50.0%,18.1%
293,right kona coffee pricey wont drinking time buy...,Positive,49.0%,45.7%,5.3%
294,love cherry lifesavers thankful able find dont know dont sell store favorite lif...,Positive,68.0%,13.1%,19.0%
295,get item today tried two bags little bit strew away junk taste like old vegetabl...,Positive,70.8%,15.7%,13.5%
296,bought package whim try love iced chai tea thai restaurants wanted make home upo...,Positive,48.7%,16.7%,34.5%
297,found hard find kind gift spices wanted give one best one found provides large s...,Negative,41.4%,7.0%,51.6%
298,net carbs emerald cocoa roast almonds g vs g youre worried absolutely delicious ...,Negative,20.1%,17.5%,62.4%
299,tastes great satisfies hunger currently fitness diet dont feel guilty eating one...,Negative,34.8%,23.7%,41.5%
300,product new favorite drink buy much heavy carry thought would easier get way fla...,Negative,18.2%,18.7%,63.1%
301,ok hot sauce read ingredients thought would add bit sweet help balance hotness f...,Neutral,3.1%,79.2%,17.7%
302,awesome beautiful exactly wanted great customer service well packaged quick extr...,Negative,23.6%,11.9%,64.5%
303,like product easy stay diet also great snack children anytime day...,Negative,27.6%,4.5%,67.9%
304,tastiest easiest meal prepare im running short time reach grew product years ago...,Neutral,6.8%,68.0%,25.3%
305,looking healthier oil cook corn mixed vegetable oils try product husband read be...,Positive,83.7%,7.3%,9.0%
306,product complete waste time money friend tried bottle wine absolutely noticeable...,Negative,32.5%,21.7%,45.8%
307,put tb chocolate raw smoothies use cacao powder chocolate flavor add nice little...,Neutral,34.6%,61.6%,3.8%
308,im much water drinker although certainly know necessity needed find something dr...,Negative,24.5%,24.0%,51.5%
309,didnt know expect product others speak using hair skin etci chose use cooking co...,Neutral,23.9%,64.1%,12.0%
310,absolutely delicious legal diabetics carb choices almond butter covering really ...,Positive,46.3%,36.9%,16.8%
311,disappointed could taste bergamot like twinings earl grey much better bigelows e...,Negative,27.3%,9.9%,62.8%
312,originally purchased friend recently converted vegan diet raved much decided try...,Negative,31.3%,24.5%,44.3%
313,used bulk emaciated rescue dog helped fill build muscle grow gorgeous coatbr br ...,Negative,21.3%,8.2%,70.5%
314,better gummi type products market takes quite make across pond country...,Negative,12.8%,40.2%,47.0%
315,year old maine coon loves hard time dry food eats mostly wet variety loves mixed...,Positive,52.4%,44.6%,3.0%
316,ive buying cat food cat year due uti issues generally would get uti year costing...,Negative,27.6%,29.0%,43.4%
317,product works need instant motivation whether sleep deprived...,Negative,34.6%,6.6%,58.7%
318,would say restaurant quality terms authentic vietnamese rice vermicelli noodles ...,Neutral,17.6%,54.5%,27.9%
319,order arrived timely fashion pleased product everyone loved almost time reorder...,Positive,69.8%,7.3%,22.8%
320,found one target couple months ago never saw since cherry flavouring makes chang...,Negative,20.8%,2.7%,76.4%
321,cats touch pretty pricey alot gravy grain little meat...,Neutral,13.3%,74.6%,12.1%
322,nestle offers better quality chocolate europe since competition since america fe...,Negative,21.3%,12.4%,66.3%
323,bought surprise husband loves beef jerky spicy food said really good tender beef...,Negative,5.7%,23.1%,71.2%
324,good strong flavor weird texture first nutrasweet im happy buy wish flavor would...,Negative,42.8%,4.3%,52.9%
325,find many k cups bit bitter taste want something simple smooth coffee wonderful...,Negative,10.8%,17.9%,71.3%
326,used product week old kittens instead using drops kittens cats weeks used drops ...,Negative,43.4%,2.9%,53.6%
327,perfect year round meat dish omaha steaks twice baked potatoes gourmet delight c...,Neutral,34.0%,38.7%,27.3%
328,introduced ghee yoga studies southern india best ghee found us slightly superior...,Negative,28.1%,11.4%,60.5%
329,much say product solicitation hype carefully followed directions packaging mberr...,Negative,3.4%,48.0%,48.7%
330,amazing hot sauce tastes great everything spicy bought oz bottles plan buy...,Neutral,15.6%,70.7%,13.7%
331,save money purchase product complete ripoff purchased thinking would interesting...,Positive,64.1%,24.8%,11.0%
332,dog loves give one two week fattening also always keep eye eating one great prod...,Negative,38.7%,16.2%,45.2%
333,like dark coffee dont want bitter try tullys french roast blend give good kick m...,Negative,42.5%,6.4%,51.1%
334,first time lily ever saw toy able move parts figure easily continued play see fi...,Positive,86.1%,5.2%,8.7%
335,glad dried onions grown usa purposes chop fresh onions like dried hand excellent...,Negative,0.5%,41.6%,57.9%
336,fan millstone hazelnut coffee bean number years popularity grown price gone avai...,Neutral,24.4%,69.6%,5.9%
337,wonderful english breakfast tea nicely flavorful without either bold bland makes...,Positive,64.4%,33.5%,2.1%
338,review make sound really stupid whatever dont really care long people find whats...,Negative,39.4%,12.3%,48.4%
339,candy childhood light nutty fruity flavorful used available locally stores since...,Positive,60.7%,36.4%,2.9%
340,would order buying local store would better seemed dry fresh hoped...,Positive,62.8%,22.4%,14.8%
341,ive tried vanilla coffee kcups far best wolf gang puck vanilla francaise smooth ...,Positive,93.6%,5.3%,1.1%
342,great training break small bits since soft dogs picky theyve never turned one...,Positive,44.7%,40.4%,14.9%
343,ive searching perfect every day dark roast coffee finally found melitta extra da...,Positive,72.4%,16.7%,10.9%
344,got box gift dinner party course opened tasted chocolates evribody enjoyed none ...,Neutral,4.1%,80.0%,15.9%
345,taste good however gingerbread men would expect picture mediumlarge round cookie...,Positive,54.0%,16.3%,29.8%
346,fun toy dog loves treats inside get fast...,Positive,40.2%,31.0%,28.8%
347,surprised good excellent tasty real natural butter flavor like powdered butter b...,Neutral,13.8%,61.7%,24.6%
348,something particular flavor keeps coming back sure aroma brewing flavor differen...,Negative,43.4%,4.6%,52.0%
349,kikkoman product quality apparent quick easy make tasty certainly good better iv...,Positive,60.9%,22.1%,17.0%
350,ahhhhh tastes good ill definately order run good buffalo bills knows make jerky ...,Positive,89.7%,7.4%,2.9%
351,pods great dont allow price sway purchase save fortune end year actually superio...,Positive,63.6%,20.8%,15.6%
352,ordered cheese mom vacation florida arrived time swiss cheese huge tasty several...,Neutral,9.5%,82.5%,8.0%
353,used able buy watermelon twizzlers locally havent able find awhile im happy amaz...,Positive,54.9%,17.7%,27.5%
354,found product either increased salt content become sensitive oversalting watch l...,Negative,6.3%,12.8%,80.9%
355,great dog food grains lots protein veggies dog crazy itbr grat price really expe...,Neutral,11.0%,65.3%,23.7%
356,afraid order feeling would arrive cracked chipped read reviews said arrived beau...,Negative,7.0%,2.9%,90.1%
357,love supplement helped stress improve quality sleep feel also helps muscle aches...,Positive,62.8%,5.6%,31.6%
358,purchased thinking good productbr br however within days dog itching pulling hai...,Negative,0.1%,28.0%,71.9%
359,feed dog nothing newmans products got bunch college kids subsisted cheap dog foo...,Negative,11.7%,22.3%,66.0%
360,love indian food always carry flavor combinations mental book gotorecipes many m...,Neutral,11.0%,50.6%,38.5%
361,purchased garam masala amazon local merchants failed carry spice blend absolutel...,Positive,44.5%,25.6%,29.9%
362,taylors harrogate makes line good teas readily available country nice able buy t...,Negative,1.1%,12.4%,86.6%
363,loacker products excellent expensive got bag deli corner st rd ave manhattan bel...,Positive,67.9%,4.6%,27.4%
364,buy organic possible fan mccanns steel cut oatmeal years saw reviews country cho...,Positive,81.9%,15.3%,2.8%
365,tastes pretty good great mouthfeel bite get bit crispy crunch tasty burst chocol...,Negative,21.9%,11.2%,66.9%
366,wanted something healthy low sugars high fiber think bars fit bill little dry pe...,Neutral,0.1%,58.4%,41.6%
367,im low sodium diet add everything eat huy fong makes similar sauce without garli...,Negative,8.7%,11.1%,80.2%
368,chips right size strength dipping snacking especially kids survive trip school l...,Neutral,16.3%,80.8%,2.9%
369,best chips ever sure beat anything else even cooked way better name brands tangy...,Positive,84.3%,7.1%,8.6%
370,cats food snobs eat seafood refuse eat almost every brand find supermarket looki...,Negative,7.2%,22.9%,69.9%
371,nong shim noodle bowls definite step quality typical cup noodles simple prepare ...,Positive,50.3%,43.3%,6.5%
372,love larabars first discovered giving free event loved since good...,Positive,84.9%,10.7%,4.4%
373,think snapple makes great products especially like ice tea used drink lot regula...,Negative,27.3%,4.1%,68.6%
374,look forward cakelike ginger spice cookies start every christmas season authenti...,Positive,44.5%,17.6%,37.9%
375,awesome flavor nutritional value little none great base low cals add soups add v...,Negative,24.5%,15.8%,59.6%
376,wanted include brazil nuts diet mineral content especially selenium couldnt find...,Neutral,19.1%,64.3%,16.6%
377,ive tried lot sobe lifewaters say blackberry grape favorite others seem light fl...,Negative,9.0%,0.3%,90.7%
378,first allthe shipping cost package noodles tasted peculiar enough couldnt finish...,Negative,10.7%,17.9%,71.4%
379,amazon gets stars handling box problems replacement first shipment came moldy re...,Neutral,2.5%,55.7%,41.9%
380,quality candy rich creamy taste wrapped individually sealed foil excellent value...,Neutral,14.1%,46.3%,39.6%
381,miniature poodleso far goodshe seems like andi know sound gross know importanceh...,Neutral,17.7%,62.2%,20.2%
382,excited purchase bpa free canned beans reputable company eden foods must admit t...,Neutral,10.5%,69.3%,20.1%
383,cat loves fancy feast cat food variety pack particular makes mealtime veritable ...,Negative,9.2%,13.1%,77.7%
384,ive week didnt kick several days nothing happened next day flies covered top wat...,Negative,4.0%,29.8%,66.2%
385,box gallon jugs arizona sweet tea sometimes hard find store enough said...,Positive,86.3%,10.5%,3.2%
386,love candy grat like sweet tarts buying bulk makes sense yes ate f went stale li...,Positive,55.4%,18.9%,25.7%
387,one best tomatopasta sauces ever purchased worth price compared cheap supermarke...,Neutral,19.5%,60.3%,20.2%
388,product described lbs orange gummi bearsbr br got semigag gift boyfriend since o...,Positive,41.7%,19.3%,39.0%
389,fiber good dont get enough typical diet obvious solution take fiber supplements ...,Positive,44.8%,23.5%,31.7%
390,ive eaten krinkle cut salt pepper chips years excited find amazon bought pack sp...,Negative,16.9%,20.9%,62.3%
391,took away one star never fan plain sweet tea always felt tea needs bit lemon bac...,Negative,14.7%,35.8%,49.5%
392,delicious sweet looking suttle flavor maple altough tea strong counters sweetnes...,Neutral,33.8%,46.1%,20.1%
393,genisoy bars fantastic started eating years ago extra protein recovered major su...,Positive,57.9%,7.4%,34.7%
394,agree several reviewers good dont know im tasting preservatives packaging defini...,Negative,46.5%,6.3%,47.2%
395,tasty reasons reviewer cited lot like cheetoes without artificial additives dont...,Positive,43.1%,28.8%,28.1%
396,ive read whole lot reviews various different brands truffle oil number suggest w...,Positive,71.6%,7.8%,20.6%
397,tried many different ground coffee espresso maker one rich tastybr really stands...,Negative,14.1%,32.4%,53.5%
398,second set third order overall macadamia nuts amazon hi good fresher much cheape...,Negative,40.7%,17.0%,42.2%
399,since formula change tea nothing special many years addicted starbucks black ice...,Neutral,33.5%,47.6%,18.9%
400,mother law brings us several bags visits hide gone less week candy kids christma...,Neutral,5.4%,84.9%,9.7%
