,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
282,year old labshepard mix active chewer ordered cet chews keep teeth clean absolut...,Positive,86.8%,3.0%,10.2%
283,great idea product hate taste think cool kosher nice ingredients original tried ...,Positive,78.3%,21.5%,0.1%
284,things savory light similar pepperidge farms goldfish crackers great snacks cook...,Negative,34.8%,26.7%,38.4%
285,never found altoids lacking also bought new licorice flavor really nice like lic...,Negative,3.5%,7.7%,88.8%
286,rest taking product weeks didnt notice improvement change anything tastes awful...,Positive,63.2%,22.2%,14.6%
287,love gummies sweet fresh natural kind wish good farleys brand maybe brands...,Neutral,29.7%,61.3%,8.9%
288,hard find greenies good price best price found recently dog loves greenies...,Neutral,13.1%,86.5%,0.4%
289,excellent product packaging shipping value cranberries best ive ever tried use i...,Positive,45.1%,18.0%,36.9%
290,beautiful healthy plant arrived faster anything ever ordered amazon wellpackaged...,Negative,39.0%,19.8%,41.2%
291,discovered brand oatmeal local wegmans months ago course stopped carrying deligh...,Neutral,18.1%,63.4%,18.5%
292,great oil love subtle coconut taste healthy research google makes best popcorn t...,Neutral,10.1%,79.6%,10.3%
293,favorite type lentils hearty great mixed brown rice dish...,Negative,5.2%,9.7%,85.1%
294,two small dogs took food immediately well fact move subscription pound bag since...,Positive,62.4%,9.5%,28.1%
295,son picky eater really doesnt like flavor love happybaby brand general son month...,Neutral,15.2%,60.7%,24.1%
296,incorrect photo product shows sugar free rather ship regular sad day diabetic go...,Positive,58.2%,24.4%,17.5%
297,sugar replaced white sugar sticky clogs transfered small quantity small containe...,Negative,14.0%,6.5%,79.6%
298,use product french press moka expresso maker taste amazing coffee smooth rich fl...,Negative,28.5%,3.6%,68.0%
299,delicately flavored sweet treat right thing mid morning coffe break indivdully p...,Neutral,7.2%,46.9%,45.9%
300,recently found blend available local walmart sorry amazon great price light blen...,Neutral,9.9%,62.8%,27.3%
301,chai snob love chai demanding standards wont drink lattes sweet spicy enough tea...,Positive,93.6%,2.3%,4.1%
302,warned give cat treats heshe bug constantly morebr br far favorite treats catbr ...,Negative,3.1%,2.0%,94.9%
303,looking smooth robust coffee found black tiger...,Neutral,25.1%,39.7%,35.2%
304,tried flavors say chocolate least favorite however vanilla pb creme wild berry a...,Negative,40.4%,11.1%,48.5%
305,salt used ads pleasant flavor somewhat similar bacon whatever put onin use hicko...,Negative,27.0%,8.7%,64.3%
306,hair dresser knows sure well dont know folks amazon know much cat food order acc...,Negative,13.8%,21.0%,65.2%
307,flowers beautiful lasted weeks individual water tubes really work keeping alive ...,Neutral,27.8%,52.0%,20.2%
308,bought costco cant find lately best cornbread mix ever moist bits corn flavorful...,Negative,22.9%,15.4%,61.7%
309,previously tried href light moctails mojito ounce pack high hopes would equally ...,Neutral,13.6%,79.4%,6.9%
310,husband loves product local store sold needed order enought til restock...,Negative,26.3%,16.1%,57.6%
311,great added morning coffee doesnt add sugar like regular hot cocoa mix moca low ...,Negative,21.3%,27.9%,50.8%
312,buying canidae treats dogs feed formula canidae kibble canned food treats fit we...,Positive,34.3%,32.1%,33.6%
313,try go back conventional anchovies never liked anchovies probably never good stu...,Neutral,0.8%,75.1%,24.1%
314,really hesitated order reviews glad couldnt pleased cups different flavors try t...,Negative,38.2%,8.5%,53.3%
315,prefect cake gluten freebr moist grainy texture family tell gluten freebr big pl...,Negative,14.3%,37.5%,48.2%
316,cant quite put finger makes tahini better brands ive tried maybe sesame seeds us...,Negative,26.4%,18.1%,55.5%
317,listen strong cheese inexperienced cheese eater strong flavor hoppy salty howeve...,Neutral,2.4%,83.3%,14.3%
318,like make large cup keurig one three cup sizes without losing flavor nasty after...,Negative,8.0%,38.4%,53.6%
319,price little higher amazon store jam favorite food take home northern michigan d...,Negative,21.5%,2.9%,75.6%
320,read reviews receiving packages leaking problem shipment ordered hazelnut french...,Neutral,24.7%,53.0%,22.2%
321,unfortunately product arrived afternoon packages inside appeared full liquid pla...,Positive,47.8%,17.2%,35.0%
322,couldnt eat first bite thought chewing salt marinated beef strips yuck disappoin...,Neutral,41.5%,49.8%,8.8%
323,several stash teas ive tried enjoyed one sort feebletasting ive gotten yogi tea ...,Negative,12.1%,35.8%,52.1%
324,people review company rather productbr br tea bit expensive got birthday im comp...,Negative,3.4%,2.5%,94.1%
325,love candied orange peels purchase every holiday season enjoy plain baked goods ...,Negative,26.3%,21.9%,51.8%
326,gave cakes gift big hit couple gave said loved individually wrapped could bring ...,Neutral,21.3%,56.0%,22.7%
327,great cup coffee fraction price expensive kcups dont get wrong love green mounta...,Neutral,0.2%,57.6%,42.1%
328,saw problems people damaged cans sale price good pass ordered two cases first ca...,Negative,30.1%,22.1%,47.9%
329,good product ive buying one ounce containers amounts half price wonder size jar ...,Positive,83.7%,5.4%,10.9%
330,review product necessarily must based upon observation four footed furry feline ...,Negative,19.7%,10.6%,69.7%
331,recieved item record time love quality thank...,Neutral,0.3%,50.6%,49.1%
332,dog loves treats yorkie right size let friend give dog loved also...,Negative,20.1%,9.7%,70.2%
333,wife run door class didnt time really get food advance luckily took car us great...,Neutral,11.4%,81.6%,7.1%
334,ive tried hickory peppered figured id try cajun since like spicy food nice kick ...,Positive,54.8%,5.1%,40.2%
335,older cat recently spent time animal hospital due blocked bladder came home vet ...,Positive,69.2%,5.5%,25.3%
336,enjoy flavor enhancer big glass ice waterits something different plain boring wa...,Positive,62.5%,21.3%,16.2%
337,purchase amazon chance purchase bag chips low carb store santa fe springs califo...,Positive,54.7%,38.6%,6.7%
338,ona rating walkers non toffees rate plus wish could purchase throughout yearbr a...,Neutral,35.7%,54.7%,9.6%
339,even medium sized chews rat terriers lbs lbs breezed hardly spent much time actu...,Positive,95.1%,3.9%,1.0%
340,love bars would actually give stars however ones got amazon almost half baked st...,Negative,6.3%,8.9%,84.7%
341,based reviews ingredients ordered food change wellness food yr old cat developed...,Neutral,24.1%,71.6%,4.4%
342,needed replace glutenfree crackers daughter eating something corn free fit bill...,Neutral,1.3%,72.6%,26.0%
343,nutella nutella made hazelnuts almond butter taste different also gr sugar nutel...,Neutral,26.1%,40.4%,33.4%
344,sprout best tried happy baby brand taste ones much better recommended...,Neutral,27.4%,42.0%,30.6%
345,ive tried different energy drinks last couple years largely part amazon vine pro...,Positive,81.9%,1.0%,17.1%
346,yuck yuck yuck would think anything cinnamon could unappealing downright gross t...,Negative,15.4%,24.9%,59.7%
347,made dog throw immediately eatingwe tried bison freeze driedi threw dayseems lik...,Neutral,20.6%,47.6%,31.8%
348,far know ovaltine great product kinds nutrients price offered amazon absurd loca...,Positive,87.1%,2.5%,10.3%
349,yes little sticky make addictively deliciousbr br yummy alternative granola bars...,Negative,10.9%,43.7%,45.3%
350,san francisco bay coffee one cup keurig kcup brewers french roast count great va...,Negative,2.2%,28.8%,68.9%
351,love coffee look forward drinking every morning never go back decaf caffinated c...,Negative,3.9%,18.1%,78.1%
352,toy poodle loves greenies give one every day along brushing feel greenies helpin...,Neutral,16.1%,59.0%,24.8%
353,cats one started stomach issues month traveled eight hours moved house thought m...,Positive,83.5%,6.0%,10.6%
354,absolutely love kcup smooth tasting lots flavor easy get cappuccino flavor home ...,Positive,66.3%,30.6%,3.1%
355,first used part flavor pouchlove ramen flavor dust bit much full force surprised...,Positive,45.5%,33.3%,21.3%
356,purchased product yet doubt purchase amazon since takes way long even shipped sa...,Positive,47.8%,32.0%,20.2%
357,ill stick plain spinach like fettuccine instead angel hair nothing really wrong ...,Negative,12.4%,5.1%,82.6%
358,found product featured wwworganicgrocerydealscom members spoke highly brand orga...,Positive,44.7%,43.1%,12.2%
359,like strong coffee doesnt taste like dishwater one actually rivals home brew cho...,Neutral,23.0%,43.3%,33.6%
360,like ion use work go play basketball something total time spent working hours li...,Positive,40.4%,19.7%,39.9%
361,way get daughter eat fish often add extra coconut oil cinnamon improve taste tho...,Positive,81.8%,3.8%,14.4%
362,love gum last quite long time best way buy bulk buying pack well worth...,Negative,14.8%,34.8%,50.4%
363,awesome san francisco bay french roast bestwithout bitter bite dark smoothsmells...,Neutral,5.4%,72.1%,22.5%
364,like many said cookies really tasty love flavor im rating stars got six boxes ev...,Negative,29.5%,27.1%,43.3%
365,received two gifts omaha steaks christmas anxiously looked forward holiday meal ...,Positive,61.4%,2.6%,36.1%
366,two dogs love treat quality seems good amazon price competitive...,Neutral,0.7%,79.5%,19.8%
367,diamond almondsbr almonds good source magnesium one ounce contain approximately ...,Positive,78.8%,6.0%,15.3%
368,family loves coffee tapiocaits real treat make often could never find stores thr...,Neutral,0.9%,53.2%,45.8%
369,highly recommend merrick lamb training treats long time dog owner two pomeranian...,Positive,55.8%,11.2%,33.0%
370,like portion size one son started eating months issue feeding cold hot eats like...,Positive,75.5%,9.8%,14.8%
371,caramellike stuff holding bar together tastes like toffee goes great flavor nuts...,Positive,89.0%,5.7%,5.3%
372,three cats think bomb diggity easy open package plus maury julie madden give whi...,Negative,11.2%,2.1%,86.7%
373,price excellent heard many good things kind bars mango macadamia bar didnt taste...,Negative,33.7%,27.0%,39.3%
374,use candy dessert year old son gets candy correctly identify letter loves candy ...,Neutral,12.6%,70.2%,17.2%
375,told himalayan salt much better shopping around found best deal amazon came heav...,Negative,43.7%,9.7%,46.6%
376,find licorice one delicious many years thing ever came close remember buying bac...,Negative,4.8%,28.7%,66.5%
377,smokehouse almonds great cant take salt rub salt go town sold lightly salted one...,Neutral,30.8%,36.2%,33.0%
378,combination shampooconditioner shampoo part ok built conditioner leave hair feel...,Neutral,35.6%,42.0%,22.3%
379,salt great quality taste havent already stooped using table salt sodium chloride...,Neutral,9.1%,50.6%,40.3%
380,box arrived product already past pull dated got vias past pull date read anywher...,Negative,29.8%,25.7%,44.6%
381,star barista prima italian roast cant drink made decaf...,Negative,1.3%,10.1%,88.6%
382,called upon panel two expert feline food testers assist review first apollo quit...,Neutral,40.0%,44.0%,16.0%
383,buy please great perfect flavor texture keep refer even refreshing try different...,Positive,45.7%,34.0%,20.3%
384,love itbr br least per cent people ive tried looked bewildered get first swallow...,Positive,56.9%,28.6%,14.6%
385,really like snack bars eat morning go problem packaging terrible box bars come h...,Positive,41.8%,26.9%,31.3%
386,dog loves bones easiest way shop...,Negative,33.6%,15.7%,50.7%
387,waiting anticapation get tasty dried fruit arrived opened quickly scarf tasty de...,Positive,39.0%,37.1%,23.9%
388,fussy cat licks bowl dry product weruva uses quality ingredients fillers pleases...,Positive,57.3%,21.3%,21.4%
389,know might dissenter really tried enjoy water wasnt horrible wasnt wonderful eit...,Neutral,15.6%,53.2%,31.3%
390,copper moon dark roast sumatra coffee favoite friends stop bybr amazed great cof...,Neutral,30.9%,44.9%,24.2%
391,veterinarian recommended enzymatic oral hygiene chews border collie jessie build...,Positive,44.4%,31.8%,23.8%
392,superb textured tasting chicken base mixed water makes greatest broth gravies mu...,Negative,3.0%,33.8%,63.2%
393,short time eat proper meal one bars beverage fits billbr br eat one large coffee...,Negative,28.1%,1.4%,70.5%
394,whole grain tasty clusters small enough toss yogurt eat cereal also large enough...,Negative,28.8%,24.3%,46.8%
395,got new drink finally give coke run money house cannot believe describe good mak...,Positive,52.4%,18.8%,28.8%
396,whats nice dont need keep freezer heats pretty nicely sauce delicious didnt care...,Negative,27.1%,17.6%,55.3%
397,tried brands popcorn machine great northern besteveryone always likes pre measur...,Neutral,9.6%,49.8%,40.6%
398,would prefer heavier syrup advertised quite good really wanted get allgrapefruit...,Negative,33.6%,4.0%,62.4%
399,vanilla beans arrived properly sealed help maintain freshness pliable hard purch...,Neutral,43.6%,43.8%,12.6%
400,disappointment ive brand quite good batch tasted stale perhaps shelf long additi...,Neutral,10.5%,50.6%,38.9%
